scope,class_id,class_name,instances,precision,recall,map50,map50_95
overall_macro,,all,6090,0.28922840735228206,0.17337008388684744,0.1541897700672453,0.09688075667063861
class,0,pedestrian,1946,0.3928209990834985,0.12435765673175746,0.11957616513168948,0.04912027343111876
class,1,car,3417,0.6342768058200593,0.37986537898741585,0.40898919115146615,0.24638126033701124
class,2,van,487,0.0,0.0,0.0,0.0
class,3,truck,187,0.17150013492059682,0.15508021390374332,0.09593141232379628,0.07221948626358332
class,4,bus,53,0.24754409693725576,0.20754716981132076,0.14645208172927465,0.11668276332147968
