source_frame_index,frame_index,timestamp_seconds,wall_ms,preprocess_ms,inference_ms,postprocess_ms,detections,tracked_detections
0,0,0.0,1342.473592000001,25.783899000000332,570.270053999998,10.70155700000086,12,12
1,1,0.041666666666666664,455.21758499999976,35.078371000000885,404.45846399999755,0.271856000001236,9,9
2,2,0.08333333333333333,89.22732699999969,4.229319000000231,79.52739199999925,0.3039539999996066,10,10
3,3,0.125,81.0333789999973,2.747793999997583,75.59537399999883,0.19341000000139275,9,9
4,4,0.16666666666666666,73.59181800000059,2.213956999998601,66.88674299999775,0.3566550000009272,9,9
5,5,0.20833333333333334,96.86961999999966,2.3463700000014853,91.85034900000133,0.20243599999858475,8,8
6,6,0.25,76.61442599999901,3.101800999999682,70.67396999999787,0.28028600000240544,8,8
7,7,0.2916666666666667,62.08306399999941,2.6844330000024286,56.89060299999937,0.1971189999991907,10,10
8,8,0.3333333333333333,80.99223199999983,2.119071999999278,71.98148700000218,0.3866109999997036,9,9
9,9,0.375,68.2284580000001,3.7277140000000486,62.27554599999863,0.18732899999918118,10,10
10,10,0.4166666666666667,64.9132580000007,2.4130550000016626,60.4494630000012,0.16689799999980437,10,10
11,11,0.4583333333333333,69.57709499999964,2.0388480000015363,62.55326800000205,0.32451100000230326,10,10
12,12,0.5,66.97075900000016,2.006358999999236,60.69506100000055,0.2999489999986338,8,8
13,13,0.5416666666666666,64.18595999999965,2.1512359999995567,60.11160100000268,0.1803910000006681,8,8
14,14,0.5833333333333334,74.36871000000167,1.9924240000008808,69.42477199999786,0.18761999999838963,10,10
15,15,0.625,73.57127599999913,2.2062219999980925,67.83081900000099,0.4190259999994339,8,8
16,16,0.6666666666666666,80.1225059999986,2.0149869999990244,73.91479399999668,0.2519490000025826,9,9
17,17,0.7083333333333334,78.08322300000015,2.421232999999745,73.73384300000296,0.17294499999920276,9,9
18,18,0.75,77.45227599999893,2.173138999999935,71.89282300000244,0.25500400000311174,9,9
19,19,0.7916666666666666,66.25230199999876,2.7166320000020505,61.282227999999606,0.20748200000042516,8,8
20,20,0.8333333333333334,62.468901000002575,2.371557000000024,57.61218299999982,0.15754700000059074,10,10
21,21,0.875,70.66158700000003,2.2088700000004735,65.34879500000201,0.3232669999988502,11,11
22,22,0.9166666666666666,60.07936700000016,2.59889299999827,54.692537000001096,0.19041399999863984,11,11
23,23,0.9583333333333334,73.14882400000045,1.971064999999328,65.25359400000141,0.38197299999964685,7,7
24,24,1.0,73.99356899999887,2.5549080000004665,68.01452599999891,0.19539999999906854,8,8
25,25,1.0416666666666667,69.96548500000088,3.501700000001051,63.286354000002376,0.2691150000018183,8,8
26,26,1.0833333333333333,61.329377999999934,2.3275950000005707,54.48096599999985,0.251276000000189,9,9
27,27,1.125,65.28015900000028,2.912257999998502,60.19721900000263,0.24915000000191867,10,10
28,28,1.1666666666666667,68.08958300000256,1.9524699999990958,63.248949000001886,0.17371899999929497,10,10
29,29,1.2083333333333333,62.363346000001485,2.9588440000019034,56.49630199999933,0.3176559999999995,9,9
30,30,1.25,76.9727109999998,2.3203699999996275,69.66807499999916,0.2550209999974129,10,10
31,31,1.2916666666666667,66.52905700000034,3.0373239999974544,59.351723999998995,0.4666350000022135,9,9
32,32,1.3333333333333333,63.83893200000301,4.263388000001811,56.580089000000555,0.20657499999998663,7,7
33,33,1.375,74.4682300000008,2.2263759999994193,69.31364799999784,0.2281480000014824,7,7
34,34,1.4166666666666667,61.43099199999824,2.704617999999215,56.67316799999966,0.21142599999990352,8,8
35,35,1.4583333333333333,68.71196699999871,2.197835000000481,63.70145400000027,0.2216769999989765,8,8
36,36,1.5,63.236300999999884,2.0481920000001708,58.07436499999952,0.24612800000056723,7,7
37,37,1.5416666666666667,70.12241800000041,2.052191000000647,65.87194400000129,0.21309899999977233,8,8
38,38,1.5833333333333333,69.92959499999785,2.3020420000001707,63.14798900000085,0.3505130000007739,7,7
39,39,1.625,80.86683499999836,2.324736999998578,74.98711100000222,0.47474199999797406,7,7
40,40,1.6666666666666667,70.04129499999934,2.791381000001536,62.49160399999809,0.38089999999968427,9,9
41,41,1.7083333333333333,76.86648099999971,5.124379000001511,69.21491900000021,0.2854389999988882,8,8
42,42,1.75,69.77488400000098,2.497343000001706,62.989821999998696,0.2262410000000159,9,9
43,43,1.7916666666666667,58.8306309999993,3.051726999999005,52.82529100000133,0.22944100000188428,8,8
44,44,1.8333333333333333,62.44405600000036,2.6289949999984685,57.162143999999415,0.23909799999799475,9,9
45,45,1.875,57.55219999999994,1.6278999999990162,54.241881999999464,0.17781500000069173,7,7
46,46,1.9166666666666667,70.44783899999985,1.5949960000014585,65.82240199999845,0.282221999999166,8,8
47,47,1.9583333333333333,69.08473400000048,1.7729610000003504,64.77395499999972,0.37289500000170506,9,9
48,48,2.0,79.80607600000056,9.238224000000628,68.76461699999936,0.1880139999990149,5,5
49,49,2.0416666666666665,94.37592600000144,2.331558999998151,89.05335499999723,0.27776199999962614,6,6
50,50,2.0833333333333335,62.42466000000135,2.511661999999859,54.80113800000197,0.3445910000010599,10,10
51,51,2.125,72.75114699999818,2.424700000002389,67.20794900000016,0.32212200000003577,9,9
52,52,2.1666666666666665,65.03440200000199,3.2506519999984107,59.56507399999822,0.21455099999911909,8,8
53,53,2.2083333333333335,70.37026600000118,2.429254000002601,64.50085299999841,0.394306000000455,9,9
54,54,2.25,71.26272700000058,2.461227000001287,65.00184699999778,0.29476299999942057,7,7
55,55,2.2916666666666665,69.73868200000055,3.0161460000002194,64.22745899999782,0.23369299999842497,7,7
56,56,2.3333333333333335,70.79817500000019,2.8523289999995427,64.27544800000007,0.1623120000004974,6,6
57,57,2.375,68.98093100000224,3.39067999999898,61.568989000001295,0.27605200000024865,8,8
58,58,2.4166666666666665,66.24355299999962,2.847512000002439,60.649092999998544,0.25543399999961025,7,7
59,59,2.4583333333333335,64.47205999999994,3.2711849999991216,57.01940500000191,0.3932969999986824,8,8
60,60,2.5,71.43278999999936,1.9821990000004064,66.69143299999902,0.241543000001343,8,8
61,61,2.5416666666666665,91.95168399999787,8.72475799999961,78.26282899999981,0.26163600000117526,7,7
62,62,2.5833333333333335,69.13338200000041,3.9098889999991115,63.65993600000053,0.15076399999713885,6,6
